id,smt_finish_seconds
2699,265.03060317460324
332,538.1031507936506
3282,158.43049206349207
5891,1558.9424206349202
858,634.9724523809526
4019,183.9182777777778
6213,379.3468597883599
4329,317.4353809523809
1650,882.6214126984125
346,546.0329365079365
2221,794.9078571428571
2574,683.020492063492
4774,895.0280476190474
7342,251.83611111111114
4883,474.83033333333344
2638,398.314253968254
328,535.0188492063492
4552,338.75895238095245
7391,259.99333333333334
4184,240.0497777777778
7820,539.1685873015875
5942,183.93780687830684
1941,549.7898571428572
4270,282.12281746031744
3838,327.89683333333335
6836,317.5147619047619
3478,212.94666666666666
6358,203.71076190476188
7300,238.9743015873016
3312,170.29911111111113
1295,922.8969841269842
2614,677.258476190476
5250,820.1939841269844
3315,172.0621111111111
3206,251.98933333333335
3053,476.38036507936505
3470,209.0
7438,276.99333333333334
1451,1770.3881746031743
4915,500.60752645502635
7356,253.02166666666668
1893,416.2203968253967
2126,586.041120879121
6930,348.2745622895623
3908,418.23187830687834
1746,767.9806587301587
7172,192.593962962963
1053,725.4014603174603
2851,247.17017460317453
7679,202.03488888888887
3196,241.98722222222224
1617,2044.5095634920626
2406,643.79623015873
7003,422.10129100529105
533,758.115365079365
6916,344.8900808080808
3852,333.684619047619
3484,209.0
5180,702.1418412698414
7058,754.0431746031745
17,517.1415873015875
2519,458.9339285714285
339,541.3003730158731
3946,177.9740476190476
6500,238.92096825396825
196,419.82865873015885
7265,228.85533333333336
5200,733.4002777777774
6159,287.2498888888889
532,758.2310158730157
5505,552.6577777777777
3995,165.89771428571427
6475,233.00666666666666
5113,631.1984682539683
3454,208.0
5820,581.9999761904761
7856,189.02163492063497
2276,1890.3035952380947
6428,223.00788888888889
2629,263.18087301587315
1739,755.3236507936508
4101,212.0
2337,512.9053968253969
7387,260.0
1025,567.4388042328042
4695,488.7113809523812
6105,241.99333333333334
6606,260.99333333333334
7810,281.0171111111111
2755,351.3491587301588
5097,613.3639735449734
1421,1534.8743915343916
3856,338.5957777777778
7687,215.90311111111112
6753,294.77611111111116
4803,389.1675555555557
2948,391.18233333333336
2344,525.6911111111111
5897,909.3944259259258
1287,886.5763015873018
5166,693.6891522366524
6778,300.36421693121696
2142,611.1035
1074,1769.9965555555552
2884,283.16961640211633
7864,304.81166666666667
3458,208.0
4520,276.30392063492064
4894,483.11661111111124
2318,488.6826825396825
6666,272.956
7388,260.00666666666666
7854,285.03700000000003
6639,268.02933333333334
3535,219.97544444444443
6740,291.60392063492066
2865,263.69408465608467
5434,491.96455820105814
4885,478.0693783068783
2471,839.6675740740741
3817,314.79035714285715
5367,400.9365740740741
3574,230.99333333333334
1720,673.1336428571431
425,604.0841190476189
5269,877.9509365079361
7741,274.44655555555556
4628,423.9773835978836
3997,166.9567222222222
1912,644.1626746031744
6990,393.5394761904762
1744,767.5275555555555
5856,733.177602453102
3827,321.94810582010587
2992,244.5058095238095
5608,655.2627089947086
2903,304.0092777777778
6263,734.8141190476192
6850,319.507619047619
2164,644.4424523809523
1022,556.2698121693122
2306,472.17473280423275
5163,686.6521904761902
1400,1110.1869206349202
2746,332.4305476190478
6329,191.00149206349215
4320,314.8169126984127
4325,314.5700238095238
4317,310.4072063492063
6206,352.08823809523807
2945,387.8563915343916
6767,297.4185873015873
1385,902.4074047619048
5096,610.8009735449732
970,331.6894047619047
1193,973.9374603174601
3731,273.98960317460313
7631,274.1434444444444
4765,774.3106031746031
6984,386.77981746031725
5294,996.3423201058204
3221,276.86833333333334
1419,1089.5731717171723
7313,243.0
2825,610.0448412698413
548,788.0203915343915
6467,231.01333333333332
4656,628.8900238095238
5879,980.7363148148146
5641,708.0196666666666
5493,543.2938968253968
6623,265.0
957,1469.9424735449732
6922,346.59714430014435
2111,577.6450873015876
4534,291.95655555555555
1790,682.9361111111111
5624,680.2962910052909
2987,222.5070502645502
2354,555.9906984126985
2351,546.6940952380952
6417,221.01266666666663
228,461.8228888888888
69,485.2078783068782
2516,436.4654365079366
1079,995.7406587301584
373,564.1297936507938
468,640.2992301587302
4236,263.34662169312173
50,332.85851587301573
2453,733.1323544973546
5375,412.9204365079364
6045,375.00202910052917
6590,258.02
4108,213.95333333333335
6422,222.01033333333336
2868,264.97838095238103
5071,597.7382222222221
5749,938.6723571428575
1352,1694.22369047619
1180,924.2126190476191
7642,329.32
91,565.3059788359787
1972,823.4508941798942
7256,227.02894444444445
3443,209.0
2458,753.8488518518518
6124,258.9866666666667
5465,519.5841587301586
437,609.3883068783068
4410,317.36444444444436
3383,193.05376984126983
4716,569.4893333333333
1315,1150.7061904761906
4998,554.2481111111111
179,397.31839947089946
682,434.11851851851856
5728,1562.2558042328037
1005,492.6263492063493
7062,755.5053650793651
6141,269.00666666666666
1020,541.1935000000002
2921,327.0370952380951
4121,216.00666666666666
2550,570.8538730158729
3767,289.05055555555555
3320,173.11611111111108
5187,710.9994523809522
7490,303.16852380952383
7740,271.96933333333334
994,483.0891666666666
6678,276.00666666666666
6008,344.8085252525253
6595,259.0
1142,1130.6579920634917
3055,1250.4570582010583
530,748.0180211640215
1665,1232.0832222222218
7178,194.9322222222222
1578,963.6676878306879
1488,810.5245317460315
5882,1054.6646772486774
7052,750.4342698412698
1176,917.6793412698413
3114,268.0802857142857
4529,285.74888888888887
2439,696.1821666666667
3880,353.1854179894179
222,459.13095238095235
7021,470.4783412698414
1330,1252.5311507936508
3668,253.13288888888889
6501,238.98896825396824
3680,255.97888888888892
3590,234.03166666666672
2605,487.8940238095236
7675,189.61103174603176
7806,640.2702698412699
5718,1277.6208333333336
1452,1792.4987936507935
4513,267.06365079365077
1894,420.0230317460317
4834,432.9534206349207
1595,1254.4116190476186
